dataset_id,image_path,filename,label,group_id,plant_id,dataset_rel_path,label_source,view,width,height,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,entropy,sharpness,dark_ratio,bright_ratio,sha256,split,source_status
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241219_14_00.jpg,ryb_C4_20241219_14_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,213.3396,217.8222,219.0249,30.2309,30.3501,32.33,216.5729,30.4663,5.2526,43.2796,0.0,0.676,aa5c1305d317f95deed4cc139467a7b37e0dbb2fec940970ef783ca3759a24f9,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241219_15_00.jpg,ryb_C4_20241219_15_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,226.3916,227.0462,228.6607,32.92,31.9263,33.7485,226.9783,32.4035,5.0081,48.129,0.0,0.7881,00079a146ed62ab299ce3b40841d9adb47700776d6fcc8bcf4e83ae186832e61,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241219_16_00.jpg,ryb_C4_20241219_16_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,222.7666,223.3434,218.6523,32.2284,31.7053,32.6104,222.6724,31.9388,5.2501,48.8268,0.0,0.7378,8c2b207d7ce3fa3cfb7c2a5f5e8f3a7407b41d74a617549e1dd8f4c19c2d4e55,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241219_17_00.jpg,ryb_C4_20241219_17_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,217.281,218.4324,219.7395,31.6488,30.8949,33.2136,218.2131,31.3541,5.249,45.5366,0.0,0.6933,884e01df071cc46c0fc72ab2fc5e228470ab85d00a881ae50c83194895019c5b,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_08_00.jpg,ryb_C4_20241220_08_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,238.6541,239.967,240.0827,36.1747,34.6926,34.8469,239.3897,35.1274,3.3948,70.7786,0.0,0.8769,bc1f4e21ad440f3f0a58dd738123648e3dde404788eba747128f5d4d91227abb,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_09_00.jpg,ryb_C4_20241220_09_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,227.8963,229.4601,231.0581,40.0574,39.0449,38.6841,229.0612,39.2471,5.1923,93.765,0.0,0.7499,cf2632867580d606955f873b9da6fe0935b3102b55aabb2ad65ddec2d453a4db,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_10_00.jpg,ryb_C4_20241220_10_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,220.1258,221.7496,224.5219,35.3933,34.344,36.1184,221.5779,34.828,5.5872,75.9283,0.0,0.7094,93dd3eaefe49b04cb414a7cafb8f9459f6985d96aa424ad75e04e127872f27dd,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_11_00.jpg,ryb_C4_20241220_11_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,224.0322,227.6585,228.9642,33.3684,32.547,35.1691,226.7104,33.0306,5.1663,56.744,0.0,0.7792,38c2b789ab2f32de7676837fe4fe0ac15887819835ea58edb55e5f641d0f806c,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_12_00.jpg,ryb_C4_20241220_12_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,225.0715,226.3167,225.0218,32.8858,31.954,35.7006,225.7729,32.6067,5.6981,55.37,0.0,0.8026,bc5189570fd03dcf4fa23751deb5ced8c8fd1e76d816e605b9a408fb38dce117,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_13_00.jpg,ryb_C4_20241220_13_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,213.4122,218.2671,219.2944,28.0528,27.48,31.915,216.9019,28.027,5.046,36.8408,0.0,0.668,db11361c6f41e20d3d929ed6faba626860cbf85be6c80a470f859924f8b8d62e,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_14_00.jpg,ryb_C4_20241220_14_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,217.4093,218.5896,219.9117,31.2207,30.1632,32.6969,218.3803,30.7262,5.3042,44.064,0.0,0.6575,586357f1e9820dd3a294013413d1b60bf58486607c02340703203ea2a5a823ae,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_15_00.jpg,ryb_C4_20241220_15_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,215.4821,216.4268,215.9477,32.5488,31.1537,33.0643,216.0811,31.7583,5.346,51.5777,0.0,0.6302,9cdc9537d971c3b811bafd68db3be95421674e529077cf49400d0d28535b6a4b,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_16_00.jpg,ryb_C4_20241220_16_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,211.9895,215.7828,218.7091,32.0386,32.0788,33.9719,214.963,32.2288,5.5095,54.138,0.0,0.6196,c37047e435bf1de6e7c9051a9d87fa09fae1c550f68cdecfc630bbe0498c5c56,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241220_17_00.jpg,ryb_C4_20241220_17_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,215.6608,216.0244,216.0321,33.4988,32.8778,34.0021,215.9058,33.1741,5.3053,57.9816,0.0,0.6392,25572004e154c05a50311d409cf5c4bfb4493bcdacc2f1dcd9778e9294df4a9b,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_08_00.jpg,ryb_C4_20241221_08_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,233.9558,237.9403,237.7451,38.1124,35.4778,35.6314,236.6033,36.2303,4.1169,82.2061,0.0,0.8524,c39af63ba602cebb0a8ae9fb076d7703831a1ed149fdf0d3b40caa882296852d,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_09_00.jpg,ryb_C4_20241221_09_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,228.0666,231.0276,232.7699,40.0513,38.4308,38.1959,230.2318,38.8111,5.1913,99.5367,0.0,0.7559,2e54ae6ca2c3c6d44ff5f7dbe9e972a2115a8f8175d2c3c56f6a58b3f59fd72a,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_10_00.jpg,ryb_C4_20241221_10_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,220.4353,221.9785,225.0273,35.5462,34.6246,36.6694,221.8591,35.1056,5.5874,78.5153,0.0,0.6927,79d4ccafe7ae4b46fb45edcd63d6e82aea0e7ad7c641808458af69c69c93eb9e,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_11_00.jpg,ryb_C4_20241221_11_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,236.9552,239.5772,238.2024,34.135,33.9083,35.7702,238.5308,34.1425,4.3036,81.0246,0.0,0.8823,568877c75fee67ba92b1ee54ee453424264a760592e45035ec7abe6032121d03,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_12_00.jpg,ryb_C4_20241221_12_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,232.4154,234.0108,232.1304,33.824,32.8911,36.1025,233.3197,33.4763,5.3758,66.2596,0.0,0.8516,0ed9628e351f633fe908ed04c609d31a1f5a96fed84de0202198929f8b6db651,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_13_00.jpg,ryb_C4_20241221_13_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,212.9123,218.1611,218.8447,27.9533,27.3284,32.235,216.6574,27.9347,4.9429,40.615,0.0,0.6444,ea6c458750b2a7c8677551348b81ad3394ddd60afa1ca6eb9d27ec1f9a97524f,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_14_00.jpg,ryb_C4_20241221_14_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,217.1453,218.4973,219.8132,31.3583,30.1953,33.2506,218.2594,30.8333,5.5015,39.5721,0.0,0.6346,49acf9de3ec67d8038d2eb1600853be14b3147e38048bddeae1c39de75d18872,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_15_00.jpg,ryb_C4_20241221_15_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,215.6042,217.2092,217.4712,32.8825,31.9398,34.5007,216.7648,32.4654,5.7213,56.0105,0.0,0.62,72330ce165eb3354ca95730ea4405e41282f108b8ac82990b3f3e4447c7e2705,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_16_00.jpg,ryb_C4_20241221_16_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,211.0114,217.3421,218.685,32.3938,33.3024,34.8029,215.612,33.1341,5.7277,64.4554,0.0,0.617,7eb2d6be290a73ff1baf10b865a74d3c042c21919b74365ae0abb014f4030618,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241221_17_00.jpg,ryb_C4_20241221_17_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,215.446,217.0917,220.065,34.6478,33.674,35.2889,216.9435,34.1268,5.7218,70.7349,0.0,0.6342,bd17cc0b02d6d1bd5dcf9d6ea00599ef10ca506e29c26ac099ebae66b50de8fe,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_08_00.jpg,ryb_C4_20241222_08_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,233.4341,234.9651,234.9278,37.7614,36.5377,36.6477,234.4314,36.8895,4.3349,88.6371,0.0,0.8303,b3cc85123f7b824ed6d56196857646e41521d17b60f5d506e609cdd2b34ca3b9,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_09_00.jpg,ryb_C4_20241222_09_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,233.875,235.6968,236.3089,36.8768,35.7242,36.1809,235.0311,36.0623,4.2239,99.5813,0.0,0.7906,50226708baad578d6476d1b3f576c61692d58f7688352abc85e3884a3742be38,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_10_00.jpg,ryb_C4_20241222_10_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,216.4393,218.0127,220.1721,35.7241,34.7884,36.8907,217.7945,35.2691,5.7817,87.2149,0.0,0.634,6c253d206b1c24328c93b0c70366e2d2ec1fa37470afafdce9dcdc547625f7a6,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_11_00.jpg,ryb_C4_20241222_11_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,232.2297,233.8462,233.5226,35.5779,34.4995,37.1016,233.2902,35.0671,5.2438,69.6297,0.0,0.8474,3d47cb4deda67eccad86e419263e76937f8e20fb8688d4d1559609d43984667e,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_12_00.jpg,ryb_C4_20241222_12_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,230.9957,232.4504,230.1161,34.5206,33.3298,37.0159,231.7669,34.0453,5.6068,70.3349,0.0,0.834,ef59ff0ff57046795d9d7834d42f656f6d926c8ad9e377cc665fc606e1556807,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_13_00.jpg,ryb_C4_20241222_13_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,210.4669,215.7274,215.3262,27.9247,27.678,32.6366,214.0845,28.1815,5.1352,46.3207,0.0,0.5934,f668868d6ded4b819445334719ee2009284aab1ae6d16f1db3da3e82763a70e8,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_14_00.jpg,ryb_C4_20241222_14_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,217.3662,219.3949,216.0452,31.7778,31.0716,33.4581,218.4259,31.4894,5.6156,57.6042,0.0,0.6251,ba7cee91087422d6059b9bef8043f25713263b04a9a91c1403d146831f983c8c,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_15_00.jpg,ryb_C4_20241222_15_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,230.0069,230.9111,230.05,35.6509,34.415,36.5479,230.5533,34.9823,5.4132,75.5167,0.0,0.8015,025e3150c4ffd74e4959e8185176b0e11fcb2fe331fa59b52383f2d26940d68f,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_16_00.jpg,ryb_C4_20241222_16_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,210.6875,212.2089,213.7768,33.5013,32.5009,35.5945,211.9265,33.1089,5.7294,74.7888,0.0,0.5524,646ac0622ccc4f82deb46d6f27196041aeb156c58f248ec25984f9b7c5143bff,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241222_17_00.jpg,ryb_C4_20241222_17_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,216.101,218.2926,217.2912,35.1966,34.6782,36.163,217.5308,34.9713,5.8531,82.6742,0.0,0.6078,d1399e25cf4dec18db8ea3ae989f2eee7198caff3e5bf8f5fc2c8e7c7aabeb44,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_08_00.jpg,ryb_C4_20241223_08_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,235.2327,236.8051,236.6543,37.6529,36.1071,36.3001,236.2119,36.5506,4.1047,107.8552,0.0,0.8501,09773c33fb9e0301cb3a9fbc7329c3fda744d99f583f05b180df057b16e2f1c0,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_09_00.jpg,ryb_C4_20241223_09_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,232.6575,234.5402,235.0257,37.6873,36.3864,37.2472,233.8486,36.8159,4.349,111.0045,0.0,0.7776,43978750e1e19a46a4d495960d36cf7a9eedcef7a3bb9e8a1c1f5e7df3c793de,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_10_00.jpg,ryb_C4_20241223_10_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,220.7764,222.816,223.4776,36.4383,35.9344,37.9168,222.277,36.2594,5.7765,84.2659,0.0,0.6962,0eb44db2b149c4a0eced90a7a015cc5e74406cbd0f510d8a4b4cc92d3ade1b4a,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_11_00.jpg,ryb_C4_20241223_11_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,236.7829,237.485,236.2722,35.5795,34.8989,37.3267,237.038,35.3273,4.7917,114.5167,0.0,0.862,9fb243158ef847eee2a4323243ead0a7b43663394d471bb342467f5879f43cd1,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_12_00.jpg,ryb_C4_20241223_12_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,228.7624,232.5133,230.7066,34.2465,33.902,37.094,231.1916,34.2756,5.536,90.7535,0.0,0.8365,9c278b9d383da9116d950af57f18892ff055a3a3877e18b5d993648aa66294b6,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_13_00.jpg,ryb_C4_20241223_13_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,211.1107,213.031,212.5777,28.9103,27.972,32.7253,212.4118,28.6888,5.3338,54.9819,0.0,0.5596,890e5fdd8531b5825586b9f3307fe389069a11b13b70f8b9577a27f3e7f340ae,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_14_00.jpg,ryb_C4_20241223_14_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,217.954,221.1371,217.9182,32.1862,31.645,34.4944,219.8059,32.0491,5.7234,57.1413,0.0,0.6323,a3df2086cf1031c19140c22e246af45617e10fef52b6b9862cfc0e095024058d,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_15_00.jpg,ryb_C4_20241223_15_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,208.4942,208.9328,209.8687,32.6462,31.6683,33.6247,208.8947,32.1467,5.4878,69.2776,0.0,0.5013,a5993e985dbc08327d53c5ca117d547613ecbd7e4e2d2070a1dc67c550a4e2c4,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_16_00.jpg,ryb_C4_20241223_16_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,214.4214,215.2456,214.0255,34.9108,33.8837,35.7531,214.8613,34.3757,5.7919,81.6665,0.0,0.5608,d9bbe41083297a98b380cf3036f3720cac9446c21a395808895f42d45c8e6022,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241223_17_00.jpg,ryb_C4_20241223_17_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,218.5764,219.3644,218.7363,36.0582,35.1627,36.7235,219.071,35.5801,5.9056,86.9612,0.0,0.6019,6ad6e37d9f9222c3d8d7ea6c8f31ba06a26c158d0d9cbfc5a9c50efaec1ce48f,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_08_00.jpg,ryb_C4_20241224_08_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,234.0238,235.7833,235.928,38.3037,36.743,37.0924,235.1708,37.2143,4.2848,116.1764,0.0,0.8367,5e12df644315a949b7161075d9e374a1a2982f96961078c451a8c82c9471c8df,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_09_00.jpg,ryb_C4_20241224_09_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,231.399,233.4885,233.6932,38.7481,37.2551,37.8827,232.7069,37.7134,4.392,122.9508,0.0,0.7595,f504070f77c337d085e92893fa0f155964e190d25fba9f4f6e3cdbfa5be85080,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_10_00.jpg,ryb_C4_20241224_10_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,213.9796,215.6714,215.6123,36.8574,36.0121,38.8354,215.1572,36.5488,5.9275,111.0621,0.0,0.569,d1c6cca4a8a8278a42f5ae2f7b8e6a7735317a232770f5d97e09e9669a0d6df7,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_11_00.jpg,ryb_C4_20241224_11_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,233.8602,234.6495,232.617,37.3627,36.3343,38.8349,234.1107,36.879,5.0401,122.62,0.0,0.8386,b36f54b3daa48b7212ebad2e0595c9ee8222d2ca398c180dbb00ee304c210266,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_12_00.jpg,ryb_C4_20241224_12_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,226.1959,230.14,227.6297,35.3156,34.6372,38.1971,228.6755,35.1609,5.7323,93.6973,0.0,0.8017,f9a4f1607a10fea27ac16aa90931b8fcca074b814f27a75ed5ce9d78055821e4,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_13_00.jpg,ryb_C4_20241224_13_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,211.7053,215.9017,213.6633,29.1262,28.8525,34.317,214.3795,29.3925,5.3089,45.5645,0.0,0.5723,4307d3cb7abceb90ebe1b6fbb82f748a0b782397f3c9c8159e03a316aea1694f,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_14_00.jpg,ryb_C4_20241224_14_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,211.4043,213.7095,210.4818,32.1684,30.9699,35.0996,212.6633,31.7016,5.9386,57.6453,0.0,0.5322,1fab6261bd985f99fb10a5f28002d765b1a4405f9a9b8756f463f76f30df3fd1,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_15_00.jpg,ryb_C4_20241224_15_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,206.8686,213.6284,214.1649,33.5782,33.7959,36.5401,211.6686,33.9545,6.0403,82.4539,0.0,0.5216,940131d755be127d3e40ef0b9e6153715013a19a23a93e10f50b4779e2d8b4c7,train,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C4/ryb_C4_20241224_16_00.jpg,ryb_C4_20241224_16_00.jpg,growth_time_series,DS-090|C4|growth_time_series,C4,dataset/acquisition/acquired/DS-090/Hemp_growth/C4,path-derived,whole-plant,273,552,0.4946,217.3364,219.3322,220.407,36.8325,35.7245,38.4227,218.8537,36.3293,6.0569,99.0438,0.0,0.5971,93ffb3162f0d0701412a8c9abe4aacd39ed9cd14664cb1b925819e1d94ae09a5,train,public-reference-or-acquired
